0.2066,1.434,2.112
0.2087,1.401,2.085
0.2101,1.383,2.084
0.2123,1.35,2.089
0.2138,1.333,2.102
0.216,1.306,2.135
0.2175,1.293,2.163
0.2198,1.281,2.212
0.2214,1.276,2.248
0.2238,1.277,2.304
0.2254,1.282,2.344
0.2897,3.742,2.382
0.291,3.715,2.297
0.2924,3.684,2.222
0.2938,3.65,2.156
0.2952,3.615,2.099
0.2966,3.58,2.049
0.298,3.545,2.005
0.2995,3.512,1.967
0.3009,3.48,1.933
0.3024,3.449,1.903
0.3039,3.419,1.877
0.3054,3.391,1.854
0.3069,3.364,1.833
0.3084,3.338,1.815
0.31,3.313,1.799
0.3147,3.246,1.761
0.3179,3.208,1.743
0.3229,3.158,1.726
0.3263,3.129,1.719
0.3315,3.091,1.714
0.3351,3.069,1.715
0.3406,3.044,1.721
0.3444,3.03,1.728
0.3502,3.015,1.742
0.3542,3.008,1.754
0.3604,3.003,1.774
0.3647,3.004,1.79
0.3712,3.01,1.817
0.3757,3.018,1.836
0.3827,3.035,1.868
0.3875,3.051,1.891
0.3949,3.083,1.929
0.4,3.108,1.957
0.4078,3.157,2.001
0.4133,3.197,2.034
0.4161,3.22,2.051
0.4189,3.244,2.069
0.4217,3.272,2.088
0.4246,3.302,2.108
0.4275,3.337,2.129
0.4305,3.377,2.151
0.4335,3.425,2.174
0.4366,3.482,2.194
0.4397,3.55,2.207
0.4428,3.626,2.208
0.446,3.705,2.189
0.4492,3.776,2.153
0.4525,3.834,2.108
0.6965,3.839,0.523
0.7045,3.828,0.515
0.7126,3.817,0.508
0.7208,3.807,0.5
0.7293,3.798,0.493
0.738,3.788,0.486
0.7469,3.78,0.478
0.756,3.77,0.475
0.7653,3.761,0.473
0.7749,3.755,0.463
0.7847,3.746,0.457
0.7948,3.735,0.458
0.8051,3.729,0.448
0.8157,3.72,0.444
0.8266,3.714,0.432
