 1
 comment
250.000000, 1.304085, 0.928693
255.020080, 1.330383, 0.941265
260.040161, 1.356476, 0.953344
265.060241, 1.379159, 0.973107
270.080321, 1.401403, 0.994435
275.100402, 1.423794, 1.015262
280.120482, 1.424638, 1.040176
285.140562, 1.423988, 1.065686
290.160643, 1.423641, 1.091283
295.180723, 1.424738, 1.091196
300.200803, 1.426428, 1.079464
305.220884, 1.428250, 1.067836
310.240964, 1.431445, 1.056943
315.261044, 1.455993, 1.056974
320.281124, 1.480290, 1.056878
325.301205, 1.504348, 1.056654
330.321285, 1.528177, 1.056300
335.341365, 1.549515, 1.063665
340.361446, 1.570623, 1.071319
345.381526, 1.591665, 1.078766
350.401606, 1.612645, 1.086013
355.421687, 1.632980, 1.093537
360.441767, 1.651381, 1.102415
365.461847, 1.669878, 1.111203
370.481928, 1.688386, 1.119842
375.502008, 1.706892, 1.128328
380.522088, 1.725396, 1.136663
385.542169, 1.742706, 1.145457
390.562249, 1.759745, 1.154266
395.582329, 1.776800, 1.162951
400.602410, 1.793871, 1.171514
405.622490, 1.810972, 1.179972
410.642570, 1.828150, 1.188369
415.662651, 1.844869, 1.196864
420.682731, 1.861083, 1.205488
425.702811, 1.877320, 1.214016
430.722892, 1.893580, 1.222451
435.742972, 1.909862, 1.230794
440.763052, 1.926208, 1.239089
445.783133, 1.942576, 1.247298
450.803213, 1.958965, 1.255423
455.823293, 1.974577, 1.263843
460.843373, 1.990206, 1.272193
465.863454, 2.005860, 1.280470
470.883534, 2.021560, 1.288699
475.903614, 2.037298, 1.296873
480.923695, 2.053058, 1.304980
485.943775, 2.068842, 1.313022
490.963855, 2.084648, 1.321000
495.983936, 2.100470, 1.328919
501.004016, 2.115587, 1.337142
506.024096, 2.130729, 1.345311
511.044177, 2.145907, 1.353440
516.064257, 2.161122, 1.361530
521.084337, 2.176361, 1.369569
526.104418, 2.191622, 1.377557
531.124498, 2.206907, 1.385497
536.144578, 2.222213, 1.393388
541.164659, 2.237541, 1.401231
546.184739, 2.252891, 1.409029
551.204819, 2.268255, 1.416813
556.224900, 2.282931, 1.424931
561.244980, 2.297629, 1.433009
566.265060, 2.312349, 1.441048
571.285141, 2.327091, 1.449049
576.305221, 2.341855, 1.457013
581.325301, 2.356647, 1.464949
586.345382, 2.371461, 1.472851
591.365462, 2.386300, 1.480723
596.385542, 2.401164, 1.488567
601.405622, 2.416048, 1.496378
606.425703, 2.430952, 1.504156
611.445783, 2.445875, 1.511901
616.465863, 2.460816, 1.519614
621.485944, 2.475527, 1.527429
626.506024, 2.489705, 1.535509
631.526104, 2.503903, 1.543562
636.546185, 2.518120, 1.551589
641.566265, 2.532357, 1.559590
646.586345, 2.546617, 1.567572
651.606426, 2.560900, 1.575536
656.626506, 2.575201, 1.583476
661.646586, 2.589520, 1.591391
666.666667, 2.603856, 1.599282
671.686747, 2.618212, 1.607155
676.706827, 2.632587, 1.615006
681.726908, 2.646978, 1.622835
686.746988, 2.661386, 1.630641
691.767068, 2.675810, 1.638426
696.787149, 2.690250, 1.646189
701.807229, 2.704706, 1.653930
706.827309, 2.719178, 1.661652
711.847390, 2.733039, 1.669680
716.867470, 2.746604, 1.677842
721.887550, 2.760185, 1.685988
726.907631, 2.773781, 1.694117
731.927711, 2.787392, 1.702229
736.947791, 2.801018, 1.710326
741.967871, 2.814659, 1.718407
746.987952, 2.828314, 1.726472
752.008032, 2.841984, 1.734521
757.028112, 2.855668, 1.742556
762.048193, 2.869366, 1.750575
767.068273, 2.883077, 1.758580
772.088353, 2.896802, 1.766570
777.108434, 2.910541, 1.774545
782.128514, 2.924293, 1.782507
787.148594, 2.938057, 1.790455
792.168675, 2.951835, 1.798389
797.188755, 2.965625, 1.806309
802.208835, 2.979428, 1.814216
807.228916, 2.993243, 1.822110
812.248996, 3.007070, 1.829991
817.269076, 3.020910, 1.837859
822.289157, 3.034761, 1.845714
827.309237, 3.048446, 1.853627
832.329317, 3.061131, 1.861932
837.349398, 3.073827, 1.870227
842.369478, 3.086535, 1.878512
847.389558, 3.099254, 1.886788
852.409639, 3.111985, 1.895056
857.429719, 3.124732, 1.903325
862.449799, 3.137491, 1.911584
867.469880, 3.150260, 1.919835
872.489960, 3.163040, 1.928078
877.510040, 3.175830, 1.936311
882.530120, 3.188631, 1.944536
887.550201, 3.201442, 1.952753
892.570281, 3.214264, 1.960961
897.590361, 3.227096, 1.969164
902.610442, 3.239940, 1.977361
907.630522, 3.252794, 1.985550
912.650602, 3.265657, 1.993730
917.670683, 3.278529, 2.001903
922.690763, 3.291411, 2.010068
927.710843, 3.304303, 2.018226
932.730924, 3.317203, 2.026376
937.751004, 3.330113, 2.034518
942.771084, 3.343031, 2.042653
947.791165, 3.355959, 2.050781
952.811245, 3.368895, 2.058901
957.831325, 3.381840, 2.067015
962.851406, 3.394793, 2.075121
967.871486, 3.407755, 2.083220
972.891566, 3.420725, 2.091312
977.911647, 3.433704, 2.099398
982.931727, 3.446690, 2.107476
987.951807, 3.459685, 2.115548
